"Source","Target","Weight"
"اتقي","يحيك","0.64508"
"اتقي","يحيه","0.62843"
"اتقي","يحفظ","0.51593"
"اتقي","يحظك","0.59855"
"اتقي","يعفو","0.56118"
"اتقي","تعصي","0.53534"
"اتقي","نعصي","0.52791"
"اتقي","يعصي","0.59943"
"اتقي","ينصرهم","0.63259"
"اتقي","يغضب","0.57187"
"اتقي","خاف","0.54682"
"اتقي","حفظ","0.66017"
"اتقي","يخرب بيتك","0.54877"
"اتقي","يعزك","0.64273"
"اتقي","تقبل","0.53788"
"اتقي","يحرسك","0.55659"
"اتقي","يرحمك","0.64832"
"اتقي","يرحمه","0.67037"
"اتقي","يشفيك","0.52739"
"اتقي","اتقي الله","0.73956"
"اتقي","رحم","0.61763"
"اتقي","نستغفر","0.53829"
"اتقي","قاتل","0.59031"
"اتقي","يسامح","0.66124"
"اتقي","ينور","0.62432"
"اتقي","فضل","0.51981"
"اتقي","ينصر","0.51289"
"اتقي","قبح","0.58737"
"اتقي","يخرب بيوتكم","0.68712"
"اتقي","لعن","0.59938"
"اتقي","ينتقم","0.55935"
"اتقي","يصبر","0.54931"
"اتقي","يصبرك","0.55193"
"اتقي","اياكم","0.62026"
"اتقي","يحميك","0.60101"
"اتقي الله","تحشر","0.52017"
"اتقي الله","احترم","0.55583"
"اتلم","متعوس","0.51840"
"اتلم","خايب","0.53476"
"اتهبلت","بتخاف","0.53405"
"اتهبلت","يحبوك","0.56064"
"اتهبلت","بتفهم","0.54095"
"اتهبلت","تخويف","0.56460"
"اجبار","اهنيك","0.57014"
"اجبار","نشكرك","0.67688"
"اجبار","تحريض","0.58647"
"اجبار","للتحريض","0.54686"
"اجبار","حرض","0.59268"
"اجبار","يوافق","0.51851"
"اجبار","مهل","0.69557"
"اجبار","طهاره","0.50812"
"اجبار","تطاول","0.57519"
"اجبار","تغلط","0.50706"
"اجبار","احييك","0.63740"
"اجبار","نتطاول","0.52228"
"اجبار","يفتري","0.57268"
"اجبار","نزايد","0.52338"
"اجبار","يتحسر","0.64712"
"اجبار","يتطاول","0.67256"
"اجبار","تجبر","0.65517"
"اجبار","قادر","0.56783"
"اجبار","تتريق","0.56010"
"اجبار","هواهم","0.66035"
"اجبار","تهكم","0.52039"
"اجبار","يشدد","0.56997"
"اجبار","نوافق","0.66256"
"اجبار","احيك","0.52107"
"اجبار","توافق","0.60890"
"اجبار","يعترض","0.57256"
"اجبار","تحفز","0.61045"
"اجبار","استيلاء","0.63742"
"اجبار","تعترض","0.58216"
"اجبار","الحياد","0.51428"
"اجبار","تتطاول","0.61362"
"اجبار","انتصر","0.52268"
"اجبار","اعترض","0.63311"
"اجبار","نعترض","0.57907"
"اجدع","متخلفه","0.63636"
"اجدع","معندهاش دم","0.65745"
"اجعلهم عبره","انصر","0.52063"
"اجعلهم عبره","ارحمنا","0.50334"
"اجعلهم عبره","دمر","0.50698"
"اجعلهم عبره","عجل","0.52526"
"اجمد","مش كفايه","0.53926"
"اجمد","بحبها","0.50091"
"اجمد","محصلتش","0.54681"
"اجمد","احلي","0.55289"
"احترم","تحشر","0.54704"
"احسن","يعجبن","0.53825"
"احسن","صدق","0.58237"
"احسن","مقهور","0.52007"
"احسن","يريحك","0.54804"
"احسن","حلو","0.66602"
"احسن","اسكت","0.54196"
"احسن","مخرب","0.56461"
"احسن","حق","0.57927"
"احسن","حسبي الله ونعم الوكيل","0.54625"
"احسن","زعلان","0.52222"
"احسن","ما شاء الله","0.51764"
"احسن","وهم","0.52048"
"احسن","اهبل","0.53509"
"احسن","صح","0.54951"
"احسن","سخيف","0.51253"
"احسن","اخس","0.61111"
"احسن","طيب","0.51972"
"احسن","معك حق","0.57778"
"احسن","معفن","0.72555"
"احسن","حبيبي","0.59855"
"احسن","اهم","0.64467"
"احسن","عدل","0.66658"
"احسن","اي كلام","0.51865"
"احسن","كويس","0.57081"
"احسن","في الصميم","0.52053"
"احسن","صراحه","0.54712"
"احسن","خايف","0.54704"
"احسن","عيب","0.51017"
"احسن","تصلح","0.57281"
"احسن","غبي","0.51831"
"احسن","مين ده","0.55184"
"احسن","يعجبني","0.53143"
"احسن","حرام","0.55082"
"احسن","اقدر","0.50118"
"احلف","صادق","0.51973"
"احلي","تزعلك","0.50548"
"احلي","محصلتش","0.51759"
"احلي حاجه","تحسس","0.50890"
"احيك","اهنيك","0.63439"
"احيك","نشكرك","0.67810"
"احيك","تحريض","0.50712"
"احيك","للتحريض","0.52216"
"احيك","الف شكر","0.63722"
"احيك","حرض","0.54798"
"احيك","مهل","0.66416"
"احيك","حبك","0.52024"
"احيك","تطاول","0.54922"
"احيك","احييك","0.71975"
"احيك","نتطاول","0.53612"
"احيك","يفتري","0.50757"
"احيك","يتحسر","0.67769"
"احيك","يخلف","0.52481"
"احيك","عفريت","0.51930"
"احيك","يتطاول","0.66221"
"احيك","تجبر","0.55947"
"احيك","قادر","0.55219"
"احيك","تتريق","0.51780"
"احيك","هواهم","0.62834"
"احيك","قدر","0.52693"
"احيك","يشدد","0.54423"
"احيك","نوافق","0.58655"
"احيك","توافق","0.60324"
"احيك","يعترض","0.57225"
"احيك","استيلاء","0.60864"
"احيك","تعترض","0.63029"
"احيك","محرض","0.54962"
"احيك","متحامل","0.51668"
"احيك","تتطاول","0.63603"
"احيك","انتصر","0.53470"
"احيك","اعترض","0.61248"
"احيك","شكرا","0.56510"
"احيك","نعترض","0.64025"
"احييك","اهنيك","0.76642"
"احييك","نشكرك","0.82138"
"احييك","الحمد الله","0.51148"
"احييك","تعدي","0.51399"
"احييك","يحفز","0.51969"
"احييك","تحريض","0.59293"
"احييك","للتحريض","0.63874"
"احييك","الف شكر","0.66841"
"احييك","حرض","0.63875"
"احييك","حذر","0.51609"
"احييك","يوافق","0.60647"
"احييك","يقضي","0.53907"
"احييك","مهل","0.81243"
"احييك","طهاره","0.57018"
"احييك","تطاول","0.67183"
"احييك","تغلط","0.54751"
"احييك","نتطاول","0.62627"
"احييك","يفتري","0.57445"
"احييك","الاشراف","0.55052"
"احييك","نزايد","0.60555"
"احييك","يتحسر","0.78220"
"احييك","يخلف","0.50974"
"احييك","عفريت","0.60394"
"احييك","تشدد","0.52429"
"احييك","تشرف","0.53212"
"احييك","يتطاول","0.80338"
"احييك","يقع","0.52137"
"احييك","عار","0.52980"
"احييك","تجبر","0.68438"
"احييك","قادر","0.64843"
"احييك","تتريق","0.59837"
"احييك","هواهم","0.73390"
"احييك","قدر","0.52495"
"احييك","تهكم","0.53893"
"احييك","يشدد","0.66573"
"احييك","نوافق","0.75345"
"احييك","توافق","0.74513"
"احييك","يعترض","0.69506"
"احييك","تحفز","0.60481"
"احييك","هجوم","0.53266"
"احييك","استيلاء","0.74452"
"احييك","تعترض","0.71889"
"احييك","محرض","0.59250"
"احييك","متحامل","0.61091"
"احييك","الحياد","0.60069"
"احييك","تتطاول","0.75184"
"احييك","تفو","0.51915"
"احييك","انتصر","0.62595"
"احييك","اعترض","0.77235"
"احييك","شدد","0.51778"
"احييك","شكرا","0.64771"
"احييك","نعترض","0.73284"
"اخرس","شيطان","0.55093"
"اخرس","اخرص","0.86078"
"اخرص","شيطان","0.58936"
"اخس","يعجبن","0.50962"
"اخس","سخيف","0.51057"
"اخس","معفن","0.54217"
"اخس","واهم","0.51847"
"اخس","مستحيل","0.50271"
"اخس","اهم","0.53942"
"ادب","قلة ادب","0.50686"
"ارحم","امين","0.50776"
"ارحم","انصر","0.58331"
"ارحم","ارحمنا","0.68810"
"ارحم","ارحمني","0.57985"
"ارحم","شل","0.54830"
"ارحم","دمر","0.54617"
"ارحم","عجل","0.57923"
"ارحم","فرج","0.54109"
"ارحم","انتقم","0.52992"
"ارحمنا","امين","0.59718"
"ارحمنا","انصر","0.58932"
"ارحمنا","ارحمني","0.85088"
"ارحمنا","شل","0.54881"
"ارحمنا","دمر","0.56590"
"ارحمنا","عجل","0.61366"
"ارحمنا","فرج","0.59323"
"ارحمنا","انتقم","0.54863"
"ارحمني","امين","0.53488"
"ارحمني","ذنوبي","0.58831"
"ارحمونا","كفايه","0.58432"
"استاذ","هايف","0.54374"
"استحواذ","نشكرك","0.50127"
"استحواذ","مهل","0.51511"
"استعباط","سخافه","0.51437"
"استعباط","استهبال","0.54139"
"استهبال","استهبل","0.54785"
"استهبال","سخافه","0.60639"
"استهبال","مشكلته","0.50916"
"استهبل","يعجبن","0.54781"
"استهبل","تعجبن","0.50654"
"استهبل","سخافه","0.58441"
"استهبل","حلو","0.57495"
"استهبل","اسكت","0.56210"
"استهبل","عندك حق","0.73371"
"استهبل","تعجبني","0.54797"
"استهبل","معلش","0.52892"
"استهبل","هبله","0.55779"
"استهبل","مشكلته","0.67787"
"استهبل","اسف","0.58457"
"استهبل","معك حق","0.75326"
"استهبل","معفن","0.60251"
"استهبل","حلوه","0.68908"
"استهبل","كويس","0.53259"
"استهبل","اتبسط","0.58233"
"استهبل","صراحه","0.50527"
"استهبل","خايف","0.62946"
"استهبل","معاناه","0.51410"
"استهبل","زي العسل","0.62604"
"استهبل","دمه خفيف","0.54409"
"استهبل","انا معاك","0.64267"
"استهبل","معاك حق","0.72062"
"استهبل","مسامحينك","0.52654"
"استيلاء","اهنيك","0.66595"
"استيلاء","نشكرك","0.79063"
"استيلاء","يحفز","0.51970"
"استيلاء","تحريض","0.57788"
"استيلاء","للتحريض","0.63876"
"استيلاء","الف شكر","0.52482"
"استيلاء","حرض","0.60682"
"استيلاء","يوافق","0.56628"
"استيلاء","يقضي","0.50108"
"استيلاء","مهل","0.81246"
"استيلاء","طهاره","0.55934"
"استيلاء","تطاول","0.67185"
"استيلاء","نتطاول","0.61006"
"استيلاء","يفتري","0.54895"
"استيلاء","نزايد","0.59591"
"استيلاء","يتحسر","0.75587"
"استيلاء","عفريت","0.55558"
"استيلاء","يتطاول","0.78558"
"استيلاء","يقع","0.52139"
"استيلاء","عار","0.50213"
"استيلاء","تجبر","0.68440"
"استيلاء","قادر","0.58462"
"استيلاء","تتريق","0.52272"
"استيلاء","هواهم","0.71037"
"استيلاء","تهكم","0.51795"
"استيلاء","يشدد","0.66575"
"استيلاء","نوافق","0.71752"
"استيلاء","توافق","0.69514"
"استيلاء","يعترض","0.66878"
"استيلاء","تحفز","0.59612"
"استيلاء","هجوم","0.51866"
"استيلاء","تعترض","0.67999"
"استيلاء","متحامل","0.53991"
"استيلاء","الحياد","0.60071"
"استيلاء","تتطاول","0.71674"
"استيلاء","انتصر","0.61051"
"استيلاء","اعترض","0.71490"
"استيلاء","شدد","0.51779"
"استيلاء","شكرا","0.54346"
"استيلاء","نعترض","0.67638"
"اسف","عندك حق","0.54621"
"اسف","مشكلته","0.52338"
"اسف","معك حق","0.59476"
"اسف","خايف","0.52307"
"اسف","زي العسل","0.54639"
"اسف","انا معاك","0.52816"
"اسف","معاك حق","0.54253"
"اسكت","حلو","0.54715"
"اسكت","عندك حق","0.53439"
"اسكت","معك حق","0.57645"
"اسكت","معفن","0.57253"
"اسكت","كويس","0.54753"
"اسكت","خايف","0.52688"
"اسكت","زي العسل","0.50522"
"اسكت","انا معاك","0.54014"
"اسكت","اقدر","0.53344"
"اسكت","معاك حق","0.54079"
"اسكت","مسامحينك","0.53435"
"اسوا","اصعب","0.52034"
"اشجع","شجع","0.58734"
"اصمت","لتصمت","0.55260"
"اضرب","اضربو","0.65309"
"اعتداء","نشكرك","0.52525"
"اعتداء","مهل","0.53976"
"اعتداء","يتحسر","0.50216"
"اعتداء","يتطاول","0.52190"
"اعتراض","واسطه","0.50010"
"اعترض","اهنيك","0.71539"
"اعترض","نشكرك","0.79545"
"اعترض","الحمد الله","0.51139"
"اعترض","تعدي","0.51617"
"اعترض","تحريض","0.58027"
"اعترض","للتحريض","0.61333"
"اعترض","الف شكر","0.58723"
"اعترض","حرض","0.62871"
"اعترض","يوافق","0.61402"
"اعترض","يقضي","0.51225"
"اعترض","مهل","0.78011"
"اعترض","طهاره","0.54596"
"اعترض","تطاول","0.64510"
"اعترض","تغلط","0.50446"
"اعترض","نتطاول","0.61012"
"اعترض","يفتري","0.56018"
"اعترض","الاشراف","0.53741"
"اعترض","الحمد لله","0.52387"
"اعترض","نزايد","0.60014"
"اعترض","يتحسر","0.75263"
"اعترض","عفريت","0.59749"
"اعترض","تشدد","0.50670"
"اعترض","يتطاول","0.79002"
"اعترض","يقع","0.51583"
"اعترض","تجبر","0.66892"
"اعترض","قادر","0.64560"
"اعترض","تتريق","0.55074"
"اعترض","هواهم","0.71256"
"اعترض","تهكم","0.52716"
"اعترض","يشكرك","0.50963"
"اعترض","يشدد","0.63925"
"اعترض","نوافق","0.77252"
"اعترض","توافق","0.74079"
"اعترض","يعترض","0.73255"
"اعترض","تحفز","0.60099"
"اعترض","هجوم","0.52316"
"اعترض","تعترض","0.69417"
"اعترض","محرض","0.52997"
"اعترض","متحامل","0.55511"
"اعترض","الحياد","0.57679"
"اعترض","تتطاول","0.70537"
"اعترض","انتصر","0.59886"
"اعترض","شكرا","0.62037"
"اعترض","نعترض","0.71987"
"اعتقال","تضامن","0.51930"
"افلس","نفلس","0.76705"
"افلس","تفلس","0.71221"
"اقدر","مستحيل","0.51152"
"اكتساح","متفوق","0.53841"
"اكتساح","فاز","0.53577"
"اكره","يريحك","0.58313"
"اكره","مستحيل","0.51329"
"اكره","يعجبني","0.58496"
"الاشراف","اهنيك","0.53785"
"الاشراف","نشكرك","0.54038"
"الاشراف","مهل","0.52093"
"الاشراف","يتحسر","0.51770"
"الاشراف","يتطاول","0.56284"
"الاشراف","هواهم","0.51354"
"الاشراف","توافق","0.52349"
"الامل","الفل","0.63516"
"التناقض","الغباء","0.61264"
"الحمد","الحمدالله","0.74156"
"الحمد","الحمد الله","0.70458"
"الحمد","الحمد لله","0.74002"
"الحمد الله","اهنيك","0.52278"
"الحمد الله","الحمدالله","0.85885"
"الحمد الله","نشكرك","0.53353"
"الحمد الله","الف شكر","0.53237"
"الحمد الله","حمد الله","0.55034"
"الحمد الله","الحمد لله","0.81797"
"الحمد الله","حمدالله","0.55826"
"الحمد الله","شكرا","0.50620"
"الحمد لله","اهنيك","0.52197"
"الحمد لله","الحمدالله","0.83316"
"الحمد لله","الف شكر","0.52735"
"الحمد لله","حمد الله","0.52182"
"الحمد لله","خايف","0.50301"
"الحمد لله","يصبرك","0.51969"
"الحمد لله","يهديك","0.53564"
"الحمد لله","حمدالله","0.52603"
"الحمد لله","شكرا","0.53641"
"الحمدالله","اهنيك","0.51409"
"الحمدالله","حمد الله","0.50004"
"الحمدالله","حمدالله","0.57135"
"الحياد","اهنيك","0.53730"
"الحياد","نشكرك","0.63789"
"الحياد","للتحريض","0.51536"
"الحياد","مهل","0.65550"
"الحياد","تطاول","0.54206"
"الحياد","يتحسر","0.60984"
"الحياد","يتطاول","0.63382"
"الحياد","تجبر","0.55218"
"الحياد","قادر","0.50046"
"الحياد","هواهم","0.57314"
"الحياد","يشدد","0.53714"
"الحياد","نوافق","0.60153"
"الحياد","توافق","0.58652"
"الحياد","يعترض","0.53958"
"الحياد","تحفز","0.52077"
